kanjiName,longKanaName,shortKanaName,longRomajiName,shortRomajiName,japaneseDescription,GP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts
犬飼 茂樹,いぬかい しげき,いぬかい,Inukai Shigeki,Inukai,[犬/いぬ]と[会話/かいわ]できると[言/い]いはりよく[村/むら]で[犬/いぬ]を[追/お]いかけまわしている。,240,240,79,74,79,69,99,79,74
福井 咲平,ふくい さくへい,ふくい,Fukui Sakuhei,Fukui,[一家/いっか]そろって[長/なが][生/い]きで　ひいおばあさんも　まだまだ[元気/げんき]。,300,225,99,99,69,79,69,99,79
富士 地洋,ふじ ちひろ,ふじ,Fuji Chihiro,Fuji,[生/い]き[物/もの]をかんさつするのが[大好/だいす]き。[自然/しぜん]をもとめて　[山/やま]にひっこした。,285,300,79,74,69,79,69,94,99
軟山 弱,なんざん よわみ,なんざん,Nanzan Yowami,Nanzan,[気/き]が[弱/よわ]そうな[顔/かお]をしているけど　ボールを[見/み]つけると[顔/かお]つきが[変/か]わる。,255,255,84,84,84,84,84,84,84
西垣 守,にしがき まもる,にしがき,Nishigaki Mamoru,Nishigaki,まるで[有名/ゆうめい][選手/せんしゅ]のように[目/め]だつヘアスタイルばかりしている。,240,240,79,89,99,94,79,79,74
女川 映日,めがわ あきひ,めがわ,Megawa Akihi,Megawa,いつも[最新/さいしん]の[流行/りゅうこう]を[追/お]いかけていてブランド[服/ふく]を[身/み]につけている。,240,240,79,89,99,94,79,79,74
光宗 団,みつむね だん,みつむね,Mitsumune Dan,Mitsumune,[寝/ね]ることが[何/なに]よりも[幸/しあわ]せで[幸/しあわ]せすぎて　いつもチコクしている。,300,225,99,99,69,79,69,99,79
黒部 立樹,くろべ りつき,くろべ,Kurobe Ritsuki,Kurobe,あまりにどっしりとかまえているのでみんなに[壁/かべ]とまちがえられている。,300,225,99,99,69,79,69,99,79
跳山 段,とびやま だん,とびやま,Tobiyama Dan,Tobiyama,[小/ちい]さい[体/からだ]だが　そのジャンプ[力/りょく]には[目/め]を[見張/みは]るものがある。,240,240,79,74,79,69,99,79,74
屋形 直人,やかた なおと,やかた,Yakata Naoto,Yakata,やねの[上/うえ]で[昼寝/ひるね]をするのが[大好/だいす]きだが[寝返/ねがえ]りでよく[落/お]っこちている。,240,240,79,89,99,94,79,79,74
茂木 沙樹都,もぎ さきと,もぎ,Mogi Sakito,Mogi,[能力/のうりょく]は[高/たか]くないがアシストでは[実力/じつりょく][以上/いじょう]のものを[見/み]せる。,255,255,84,84,84,84,84,84,84
武方 勝,むかた まさる,まさる,Mukata Masaru,Masaru,３[兄弟/きょうだい]の[長男/ちょうなん]でキャプテン。[誰/だれ]よりも[勝/か]ちにこだわる[男/おとこ]。,240,240,79,89,99,94,79,79,74
武方 友,むかた とも,とも,Mukata Tomo,Tomo,３[兄弟/きょうだい]の[次男/じなん]。　じつは[人当/ひとあ]たりがよくチームメイトの[相談/そうだん][役/やく]。,240,240,79,74,79,69,99,79,74
武方 努,むかた つとむ,つとむ,Mukata Tsutomu,Tsutomu,３[兄弟/きょうだい]の[三男/さんなん]。　[兄/あに]たちにあこがれだれより[練習/れんしゅう]するようになった。　,285,300,79,74,69,79,69,94,99
段堂 正憲,だんどう まさのり,だんどう,Dandou Masanori,Dandou,[足/あし][腰/こし]をきたえるため　[住/す]んでいるマンションを[階/かい][段/だん]で[行/い]き[来/き]している。,255,255,84,84,84,84,84,84,84
深沢 念司,ふかざわ ねんじ,ふかざわ,Fukazawa Nenji,Fukazawa,３[年/ねん][前/まえ]に[負/ま]けた[試合/しあい]をいまだに[反省/はんせい]しているりちぎな[選手/せんしゅ]。,300,225,99,99,69,79,69,99,79
守野 優一,まもりの ゆういち,まもりの,Mamorino Yuuichi,Mamorino,[昔/むかし]は[苦手/にがて]だったサッカーをおじいさんのお[守/まも]りで[上達/じょうたつ]させた。,240,240,79,89,99,94,79,79,74
中井 陽介,なかい ようすけ,なかい,Nakai Yousuke,Nakai,ぐずぐずした[性格/せいかく]だが　[女/おんな]の[子/こ]にたのまれると[実力/じつりょく]をはっきする。,300,225,99,99,69,79,69,99,79
石井 清気,いしい せいき,いしい,Ishii Seiki,Ishii,[元/もと]サッカー[選手/せんしゅ]だった[父/ちち]がのこしたメモで[毎日/まいにち]　[練習/れんしゅう]している。,255,255,84,84,84,84,84,84,84
歩星 呑一,ぽせい どんいち,ポセイドン,Posei Donichi,Poseidon,どれだけ[攻撃/こうげき]してもゴールを[守/まも]る[姿/すがた]から「[海神/かいじん]」と[呼/よ]ばれている。,300,225,99,99,69,79,69,99,79
阿保露 光,あぽろ ひかる,アポロン,Aporo Hikaru,Aporon,ふだんは[明/あか]るいが　[勝負/しょうぶ]に[勝/か]つためには[冷酷/れいこく]なプレイもへいきでやる。,240,240,79,74,79,69,99,79,74
部灰 炎,へぱい えん,ヘパイス,Hepai En,Hepaisu,テンションが[上/あ]がると[自分/じぶん]のプレイによいしれてしまう。,300,225,99,99,69,79,69,99,79
荒須 乱,あれす らん,アレス,Aresu Ran,Aresu,[一見/いっけん]おとなしそうだが　[試合/しあい]では[相手/あいて]が[動/うご]けなくなるまでチャージする。,300,225,99,99,69,79,69,99,79
手魚 激 ,でいお げき,ディオ,Deio Geki,Dio,ふんかした[火山/かざん]のようにはげしいプレイでボールをうばう。,240,240,79,89,99,94,79,79,74
在手 実弓,あるて さねき,アルテミス,Arute Saneki,Arutemisu,[弓/ゆみ]で[射/い]た[矢/や]のように[正確/せいかく]なパスやシュートを[放/はな]つスイーパー。,240,240,79,89,99,94,79,79,74
経目 須商,へるめ まつあき,ヘルメス,Herume Matsuaki,Herumesu,[計算/けいさん][高/たか]く[試合/しあい]を[進/すす]めてくるゆだんならない[男/おとこ]。,240,240,79,74,79,69,99,79,74
明天名 智,あてな とも,アテナ,Atena Tomo,Atena,[世宇子/ぜうす][中/ちゅう]の[頭脳/ずのう]。さまざまな[戦略/せんりゃく]はまさに[神/かみ]の[知恵/ちえ]。,240,240,79,74,79,69,99,79,74
出右手 豊,でめて ゆたか,デメテル,Demete Yutaka,Demeteru,[地形/ちけい]を[正確/せいかく]にはあくし　[地面/じめん]を[味方/みかた]につけたようなプレイをする。,285,300,79,74,69,79,69,94,99
亜風炉 照美,あふろ てるみ,アフロディ,Afuro Terumi,Afurodi,まるで[芸/げい][術/じゅつ]のような　うつくしいプレイで[敵/てき]までもウットリしてしまう。,240,240,79,89,99,94,79,79,74
平良 貞,へら ただし,ヘラ,Hera Tadashi,Hera,しっとぶかく　[自分/じぶん]よりすぐれた[選手/せんしゅ]や[目立/めだ]つプレイを[許/ゆる]さない。,255,255,84,84,84,84,84,84,84
位家 路主,いか みちゆき,イカロス,Ika Michiyuki,Ikarosu,[空中/くうちゅう]プレイが[得意/とくい]で　そのすがたは[大/おお][空/ぞら]を[羽/は]ばたく[鳥/とり]のよう。,255,255,84,84,84,84,84,84,84
安芸 玲須,あき たままつ,アキレス,Aki Tamamatsu,Akiresu,[実力/じつりょく]はあるが　[足/あし][首/くび]を[痛/いた]めやすくてひかえに[甘/あま]んじている。,240,240,79,74,79,69,99,79,74
経洛 玲州,へらく れす,ヘラクレス,Heraku Resu,Herakuresu,[力/ちから]は[強/つよ]いけど　らんぼう[者/もの]。でも　[女/おんな]の[子/こ]には[弱/よわ]いんだ。,300,225,99,99,69,79,69,99,79
黒野 時夫,くろの ときお,クロノス,Kurono Tokio,Kuronosu,[時計/とけい]を[見/み]なくても[残/のこ]り[時間/じかん]を[正確/せいかく]にはあくしてプレイすることができる。,300,225,99,99,69,79,69,99,79
目戸 宇左,めど うさ,メドゥーサ,Medo Usa,Meduusa,[鋭/するど]い[眼力/がんりき]によって　[相手/あいて]は[石/いし]になったかのように[固/かた]まってしまう。,240,240,79,89,99,94,79,79,74
宗像 大翔,むなかた ひろと,ひろと,Munakata Hiroto,Hiroto,テレビゲームが[大好/だいす]きで　サッカーのルールもゲームで[覚/おぼ]えた。,285,300,79,74,69,79,69,94,99
英山 海人,ひでやま かいと,かいと,Hideyama Kaito,Kaito,[近所/きんじょ]のガキ[大将/だいしょう]だったが　サッカーで[仲間/なかま]を[大切/たいせつ]にするように。,240,240,79,74,79,69,99,79,74
北垣 亮太,きたがき りょうた,りょうた,Kitagaki Ryouta,Ryouta,[毎日/まいにち]　[新/あたら]しいイタズラのことばかり[考/かんが]えて　[実行/じっこう]してはおこられている。,240,240,79,74,79,69,99,79,74
瀬島 樹,せじま いつき,いつき,Sejima Itsuki,Itsuki,いつもサッカー[理論/りろん]を[勉強/べんきょう]していて[大人/おとな]に　するどい[質問/しつもん]をする。,255,255,84,84,84,84,84,84,84
新竹 颯太,しんたけ そうた,そうた,Shintake Souta,Souta,[必死/ひっし]に[練習/れんしゅう]するが　[帰/かえ]りの[買/か]い[食/ぐ]いで[太/ふと]る[一方/いっぽう]だとか。,300,225,99,99,69,79,69,99,79
池尻 陽,いけじり はる,はる,Ikejiri Haru,Haru,[背/せ]がのびないのを[気/き]にしていて　がんばって[牛乳/ぎゅうにゅう]を[飲/の]んでいる。,240,240,79,74,79,69,99,79,74
寺坂 響,てらさか ひびき,てらさか,Terasaka Hibiki,Terasaka,おかあさんが[応援/おうえん]にこないと　[実力/じつりょく]が[出/だ]せない[甘/あま]えん[坊/ぼう]。,240,240,79,74,79,69,99,79,74
興津 蒼空,こうず そら,そら,Kouzu Sora,Sora,スピードには[自信/じしん]があり[運動会/うんどうかい]を[楽/たの]しみにしている。,240,240,79,74,79,69,99,79,74
間 竜介,はざま りゅうすけ,りゅうすけ,Hazama Ryuusuke,Ryuusuke,ジュニアの[全国/ぜんこく][大会/たいかい]にも[出/で]たことがある[実力派/じつりょくは]。,240,240,79,89,99,94,79,79,74
森元 陸斗,もりもと りくと,りくと,Morimoto Rikuto,Rikuto,サッカー[選手/せんしゅ]のモノマネをしているうちに　[自分/じぶん]も[選手/せんしゅ]になってしまった。,240,240,79,89,99,94,79,79,74
如月 まこ,きさらぎ まこ,まこ,Kisaragi Mako,Mako,[女/おんな]ながら[近所/きんじょ]のガキ[大将/だいしょう]。[母/はは]は[居酒屋/いざかや]の[女将/おかみ]らしい。,255,255,84,84,84,84,84,84,84
青島 薫,あおしま かおる,あおしま,Aoshima Kaoru,Aoshima,いじわるが[大好/だいす]きで　いばっているヤツをいつもやりこめている。,210,210,69,69,69,69,69,69,69
甘井 一哉,あまい かずや,あまい,Amai Kazuya,Amai,[話/はなし]をしても　なんだかかみ[合/あ]わない[天然/てんねん]ボケの[少年/しょうねん]。,240,240,79,89,99,94,79,79,74
平田 兼,ひらた けん,ひらた,Hirata Ken,Hirata,ケーキに[目/め]がなくて　[小学生/しょうがくせい]のくせにケーキバイキングに[通/かよ]っている。,300,225,99,99,69,79,69,99,79
長谷部 精児,はせべ せいじ,はせべ,Hasebe Seiji,Hasebe,[家族/かぞく]で[草/くさ]サッカーチームを[作/つく]っていたという[大家族/だいかぞく]の[末/すえ]っ[子/こ]。,240,240,79,74,79,69,99,79,74
巨島 祐一,おおしま ゆういち,おおしま,Ooshima Yuuichi,Ooshima,[巨大/きょだい]な[乗/の]り[物/もの]が[大好/だいす]きで　いつかパイロットになるのを[夢見/ゆめみ]ている。,240,240,79,89,99,94,79,79,74
生垣 冗,いけがき じょう,じょう,Ikegaki Jou,Jou,どんな[苦/くる]しい[時/とき]にも　おもしろいじょうだんを[忘/わす]れない[楽/たの]しいやつ。,240,240,79,89,99,94,79,79,74
姫島 極,ひめじま きわむ,ひめじま,Himejima Kiwamu,Himejima,[太極拳/たいきょくけん]を[習/なら]っていてウォームアップの[姿/すがた]が[個性的/こせいてき]。,240,240,79,74,79,69,99,79,74
菊池 康志,きくち やすし,きくち,Kikuchi Yasushi,Kikuchi,いつも[運動/うんどう]していたくて　とうとう[家/いえ]を[体育館/たいいくかん]にしてしまったとか。,285,300,79,74,69,79,69,94,99
野馬 運,のま はこぶ,のま,Noma Hakobu,Noma,[荷物/にもつ]を[持/も]っている[人/ひと]がいると[運/はこ]ぶのを[手伝/てつだ]ってあげるやさしいヤツ。,300,225,99,99,69,79,69,99,79
向山 恭吾,むかいやま きょうご,むかいやま,Mukaiyama Kyougo,Mukaiyama,[縁起/えんぎ]を[気/き]にして　[大事/だいじ]な[試合/しあい]の[前/まえ]には　トンカツを[食/た]べている。,240,240,79,89,99,94,79,79,74
茶木 椎斗,ちゃき しいと,ちゃき,Chaki Shiito,Chaki,[夜/よる]の[駐車場/ちゅうしゃじょう]で[練習/れんしゅう]しては[車/くるま]にひかれかけている。,240,240,79,74,79,69,99,79,74
加納 輪介,かのう りんすけ,かのう,Kanou Rinsuke,Kanou,[小学生/しょうがくせい]のころから[一輪車/いちりんしゃ]でバランス[感覚/かんかく]をきたえている。,240,240,79,74,79,69,99,79,74
立野 誠一,たちの せいいち,たちの,Tachino Seiichi,Tachino,[海外/かいがい]の[雑誌/ざっし]やサイトで　すべてをカバーしてサッカー[情報/じょうほう]を[集/あつ]めている。,255,255,84,84,84,84,84,84,84
出前 洋,いでまえ よう,でまえ,Idemae You,Demae,[両親/りょうしん]のうどん[屋/や]を[手伝/てつだ]って　いつも[出前/でまえ]で[走/はし]り[回/まわ]っている。,255,255,84,84,84,84,84,84,84
安永 英嗣,やすなが ひでつぐ,やすなが,Yasunaga Hidetsugu,Yasunaga,[昔/むかし]はテニスの[名選手/めいせんしゅ]だったが[手首/てくび]をいためてサッカーに[転向/てんこう]した。,240,240,79,74,79,69,99,79,74
水口 精司,みずぐち せいじ,みずぐち,Mizuguchi Seiji,Mizuguchi,あまりに[正確/せいかく]なプレイをするので　「サイボーグ」というあだ[名/な]がついた。,240,240,79,89,99,94,79,79,74
堤 広司,つつみ こうじ,つつみ,Tsutsumi Kouji,Tsutsumi,[自分/じぶん]の[作戦/さくせん]は[革命/かくめい]だと[信/しん]じて[研究/けんきゅう]を[続/つづ]けている。,255,255,84,84,84,84,84,84,84
友岡 愛斗,ともおか なると,ともおか,Tomooka Naruto,Tomooka,チームプレイは[苦手/にがて]だが　ケンカした[相手/あいて]とは[仲/なか]よくなる　こまった[性格/せいかく]。,300,225,99,99,69,79,69,99,79
丸出 為夫,まるで ためお,まるで,Marude Tameo,Marude,[本人/ほんにん]は[何/なに]をやってもダメだが　[親友/しんゆう]のアドバイスで[上達/じょうたつ]している。,210,210,69,69,69,69,69,69,69
石崎 満,いしざき みつる,いしざき,Ishizaki Mitsuru,Ishizaki,[毎日/まいにち]サッカーのことしか[考/かんが]えないというサッカー[大好/だいす]き[少年/しょうねん]。,240,240,79,89,99,94,79,79,74
小塚 勇介,こづか ゆうすけ,こづか,Kozuka Yuusuke,Kozuka,[体/からだ]が[小/ちい]さいというコンプレックスをバネに[努力/どりょく]してきたがんばり[家/や]。,285,300,79,74,69,79,69,94,99
八百野 スミ子,やおの すみこ,やおの,Yaono Sumiko,Yaono,[青果店/せいかてん]のおばちゃん。[野菜/やさい]もボールもしっかりキープ！,300,225,99,99,69,79,69,99,79
筆山 トメ,ふでやま とめ,トメ,Fudeyama Tome,Tome,[文具店/ぶんぐてん]のおばあちゃん。[眼光/がんこう]するどく　[万引/まんび]きを[見逃/みのが]さない。,240,240,79,74,79,69,99,79,74
